dpto,mpio,codmpio,anio,salida,llegada,lon,lat
Guaviare,El Retorno,95025,1999,221,9,-72.627,2.33
Guaviare,El Retorno,95025,2000,560,33,-72.627,2.33
Guaviare,El Retorno,95025,2001,754,30,-72.627,2.33
Guaviare,El Retorno,95025,2002,1191,82,-72.627,2.33
Guaviare,El Retorno,95025,2003,1129,269,-72.627,2.33
Guaviare,El Retorno,95025,2004,604,126,-72.627,2.33
Guaviare,El Retorno,95025,2005,661,117,-72.627,2.33
Guaviare,El Retorno,95025,2006,739,143,-72.627,2.33
Guaviare,El Retorno,95025,2007,957,115,-72.627,2.33
Guaviare,El Retorno,95025,2008,883,142,-72.627,2.33
Guaviare,El Retorno,95025,2009,727,71,-72.627,2.33
Guaviare,El Retorno,95025,2010,493,53,-72.627,2.33
Guaviare,El Retorno,95025,2011,387,56,-72.627,2.33
Guaviare,El Retorno,95025,2012,332,114,-72.627,2.33
Guaviare,El Retorno,95025,2013,211,55,-72.627,2.33
Guaviare,El Retorno,95025,2014,241,67,-72.627,2.33
Guaviare,El Retorno,95025,2015,133,22,-72.627,2.33
Guaviare,El Retorno,95025,2016,125,29,-72.627,2.33
Guaviare,El Retorno,95025,2017,101,19,-72.627,2.33
Guaviare,El Retorno,95025,2018,93,19,-72.627,2.33
Guaviare,El Retorno,95025,2019,73,6,-72.627,2.33
Guaviare,Miraflores,95200,1982,2,0,-71.951,1.338
Guaviare,Miraflores,95200,1985,18,0,-71.951,1.338
Guaviare,Miraflores,95200,1986,18,0,-71.951,1.338
Guaviare,Miraflores,95200,1987,28,0,-71.951,1.338
Guaviare,Miraflores,95200,1988,30,7,-71.951,1.338
Guaviare,Miraflores,95200,1989,18,0,-71.951,1.338
Guaviare,Miraflores,95200,1990,31,0,-71.951,1.338
Guaviare,Miraflores,95200,1991,30,4,-71.951,1.338
Guaviare,Miraflores,95200,1992,24,3,-71.951,1.338
Guaviare,Miraflores,95200,1993,38,16,-71.951,1.338
Guaviare,Miraflores,95200,1994,41,16,-71.951,1.338
Guaviare,Miraflores,95200,1995,255,21,-71.951,1.338
Guaviare,Miraflores,95200,1996,138,4,-71.951,1.338
Guaviare,Miraflores,95200,1997,194,2,-71.951,1.338
Guaviare,Miraflores,95200,1998,605,4,-71.951,1.338
Guaviare,Miraflores,95200,1999,290,17,-71.951,1.338
Guaviare,Miraflores,95200,2000,447,15,-71.951,1.338
Guaviare,Miraflores,95200,2001,348,2,-71.951,1.338
Guaviare,Miraflores,95200,2002,506,22,-71.951,1.338
Guaviare,Miraflores,95200,2003,606,12,-71.951,1.338
Guaviare,Miraflores,95200,2004,1554,61,-71.951,1.338
Guaviare,Miraflores,95200,2005,1672,120,-71.951,1.338
Guaviare,Miraflores,95200,2006,885,68,-71.951,1.338
Guaviare,Miraflores,95200,2007,759,45,-71.951,1.338
Guaviare,Miraflores,95200,2008,676,72,-71.951,1.338
Guaviare,Miraflores,95200,2009,487,38,-71.951,1.338
Guaviare,Miraflores,95200,2010,377,16,-71.951,1.338
Guaviare,Miraflores,95200,2011,273,23,-71.951,1.338
Guaviare,Miraflores,95200,2012,218,24,-71.951,1.338
Guaviare,Miraflores,95200,2013,228,23,-71.951,1.338
Guaviare,Miraflores,95200,2014,203,23,-71.951,1.338
Guaviare,Miraflores,95200,2015,119,10,-71.951,1.338
Guaviare,Miraflores,95200,2016,80,3,-71.951,1.338
Guaviare,Miraflores,95200,2017,55,0,-71.951,1.338
Guaviare,Miraflores,95200,2018,46,10,-71.951,1.338
Guaviare,Miraflores,95200,2019,13,2,-71.951,1.338
Guaviare,San José del Guaviare,95001,1982,2,2,-72.639,2.566
Guaviare,San José del Guaviare,95001,1983,6,0,-72.639,2.566
Guaviare,San José del Guaviare,95001,1984,4,3,-72.639,2.566
Guaviare,San José del Guaviare,95001,1985,70,19,-72.639,2.566
Guaviare,San José del Guaviare,95001,1986,67,20,-72.639,2.566
Guaviare,San José del Guaviare,95001,1987,60,54,-72.639,2.566
Guaviare,San José del Guaviare,95001,1988,61,17,-72.639,2.566
Guaviare,San José del Guaviare,95001,1989,101,29,-72.639,2.566
Guaviare,San José del Guaviare,95001,1990,80,51,-72.639,2.566
Guaviare,San José del Guaviare,95001,1991,88,35,-72.639,2.566
Guaviare,San José del Guaviare,95001,1992,47,53,-72.639,2.566
Guaviare,San José del Guaviare,95001,1993,120,110,-72.639,2.566
Guaviare,San José del Guaviare,95001,1994,72,75,-72.639,2.566
Guaviare,San José del Guaviare,95001,1995,176,125,-72.639,2.566
Guaviare,San José del Guaviare,95001,1996,132,112,-72.639,2.566
Guaviare,San José del Guaviare,95001,1997,268,205,-72.639,2.566
Guaviare,San José del Guaviare,95001,1998,611,283,-72.639,2.566
Guaviare,San José del Guaviare,95001,1999,642,267,-72.639,2.566
Guaviare,San José del Guaviare,95001,2000,1189,1160,-72.639,2.566
Guaviare,San José del Guaviare,95001,2001,2265,2002,-72.639,2.566
Guaviare,San José del Guaviare,95001,2002,4143,3585,-72.639,2.566
Guaviare,San José del Guaviare,95001,2003,4473,4267,-72.639,2.566
Guaviare,San José del Guaviare,95001,2004,3094,2244,-72.639,2.566
Guaviare,San José del Guaviare,95001,2005,3115,2054,-72.639,2.566
Guaviare,San José del Guaviare,95001,2006,2835,1794,-72.639,2.566
Guaviare,San José del Guaviare,95001,2007,3062,1466,-72.639,2.566
Guaviare,San José del Guaviare,95001,2008,4440,2660,-72.639,2.566
Guaviare,San José del Guaviare,95001,2009,2192,1449,-72.639,2.566
Guaviare,San José del Guaviare,95001,2010,1610,1105,-72.639,2.566
Guaviare,San José del Guaviare,95001,2011,1272,863,-72.639,2.566
Guaviare,San José del Guaviare,95001,2012,1120,704,-72.639,2.566
Guaviare,San José del Guaviare,95001,2013,982,651,-72.639,2.566
Guaviare,San José del Guaviare,95001,2014,889,689,-72.639,2.566
Guaviare,San José del Guaviare,95001,2015,591,537,-72.639,2.566
Guaviare,San José del Guaviare,95001,2016,296,236,-72.639,2.566
Guaviare,San José del Guaviare,95001,2017,268,250,-72.639,2.566
Guaviare,San José del Guaviare,95001,2018,314,257,-72.639,2.566
Guaviare,San José del Guaviare,95001,2019,141,113,-72.639,2.566
Huila,Acevedo,41006,1965,1,0,-75.889,1.805
Huila,Acevedo,41006,1985,38,10,-75.889,1.805
Huila,Acevedo,41006,1986,67,9,-75.889,1.805
Huila,Acevedo,41006,1987,9,0,-75.889,1.805
Huila,Acevedo,41006,1989,3,20,-75.889,1.805
Huila,Acevedo,41006,1990,3,1,-75.889,1.805
Huila,Acevedo,41006,1991,30,4,-75.889,1.805
Huila,Acevedo,41006,1992,20,0,-75.889,1.805
Huila,Acevedo,41006,1993,3,1,-75.889,1.805
Huila,Acevedo,41006,1994,3,9,-75.889,1.805
Huila,Acevedo,41006,1995,23,7,-75.889,1.805
Huila,Acevedo,41006,1996,12,4,-75.889,1.805
Huila,Acevedo,41006,1997,51,13,-75.889,1.805
Huila,Acevedo,41006,1998,25,18,-75.889,1.805
Huila,Acevedo,41006,1999,22,88,-75.889,1.805
Huila,Acevedo,41006,2000,109,132,-75.889,1.805
Huila,Acevedo,41006,2001,225,190,-75.889,1.805
Huila,Acevedo,41006,2002,434,132,-75.889,1.805
Huila,Acevedo,41006,2003,745,94,-75.889,1.805
Huila,Acevedo,41006,2004,440,98,-75.889,1.805
Huila,Acevedo,41006,2005,322,168,-75.889,1.805
Huila,Acevedo,41006,2006,521,464,-75.889,1.805
Huila,Acevedo,41006,2007,521,486,-75.889,1.805
Huila,Acevedo,41006,2008,580,391,-75.889,1.805
Huila,Acevedo,41006,2009,385,213,-75.889,1.805
Huila,Acevedo,41006,2010,338,310,-75.889,1.805
Huila,Acevedo,41006,2011,240,168,-75.889,1.805
Huila,Acevedo,41006,2012,329,142,-75.889,1.805
Huila,Acevedo,41006,2013,377,77,-75.889,1.805
Huila,Acevedo,41006,2014,499,127,-75.889,1.805
Huila,Acevedo,41006,2015,310,111,-75.889,1.805
Huila,Acevedo,41006,2016,158,123,-75.889,1.805
Huila,Acevedo,41006,2017,92,28,-75.889,1.805
Huila,Acevedo,41006,2018,68,50,-75.889,1.805
Huila,Acevedo,41006,2019,37,21,-75.889,1.805
Huila,Agrado,41013,1985,1,0,-75.772,2.26
Huila,Agrado,41013,1986,1,1,-75.772,2.26
Huila,Agrado,41013,1998,5,0,-75.772,2.26
Huila,Agrado,41013,2000,13,8,-75.772,2.26
Huila,Agrado,41013,2002,6,0,-75.772,2.26
Huila,Agrado,41013,2003,12,6,-75.772,2.26
Huila,Agrado,41013,2004,20,30,-75.772,2.26
Huila,Agrado,41013,2005,19,15,-75.772,2.26
Huila,Agrado,41013,2006,20,5,-75.772,2.26
Huila,Agrado,41013,2007,37,47,-75.772,2.26
Huila,Agrado,41013,2008,21,58,-75.772,2.26
Huila,Agrado,41013,2009,31,44,-75.772,2.26
Huila,Agrado,41013,2010,17,12,-75.772,2.26
Huila,Agrado,41013,2011,25,22,-75.772,2.26
Huila,Agrado,41013,2012,8,16,-75.772,2.26
Huila,Agrado,41013,2013,9,25,-75.772,2.26
Huila,Agrado,41013,2014,36,9,-75.772,2.26
Huila,Agrado,41013,2015,11,28,-75.772,2.26
Huila,Agrado,41013,2017,3,2,-75.772,2.26
Huila,Agrado,41013,2018,1,9,-75.772,2.26
Huila,Agrado,41013,2019,1,2,-75.772,2.26
Huila,Aipe,41016,1985,6,0,-75.239,3.224
Huila,Aipe,41016,1986,2,0,-75.239,3.224
Huila,Aipe,41016,1992,9,5,-75.239,3.224
Huila,Aipe,41016,1995,22,0,-75.239,3.224
Huila,Aipe,41016,1996,3,1,-75.239,3.224
Huila,Aipe,41016,1997,20,22,-75.239,3.224
Huila,Aipe,41016,1998,5,1,-75.239,3.224
Huila,Aipe,41016,1999,33,7,-75.239,3.224
Huila,Aipe,41016,2000,33,51,-75.239,3.224
Huila,Aipe,41016,2001,188,248,-75.239,3.224
Huila,Aipe,41016,2002,156,149,-75.239,3.224
Huila,Aipe,41016,2003,134,70,-75.239,3.224
Huila,Aipe,41016,2004,110,91,-75.239,3.224
Huila,Aipe,41016,2005,169,172,-75.239,3.224
Huila,Aipe,41016,2006,154,100,-75.239,3.224
Huila,Aipe,41016,2007,362,154,-75.239,3.224
Huila,Aipe,41016,2008,329,145,-75.239,3.224
Huila,Aipe,41016,2009,238,84,-75.239,3.224
Huila,Aipe,41016,2010,251,54,-75.239,3.224
Huila,Aipe,41016,2011,97,83,-75.239,3.224
Huila,Aipe,41016,2012,155,43,-75.239,3.224
Huila,Aipe,41016,2013,112,56,-75.239,3.224
Huila,Aipe,41016,2014,130,72,-75.239,3.224
Huila,Aipe,41016,2015,74,54,-75.239,3.224
Huila,Aipe,41016,2016,53,20,-75.239,3.224
Huila,Aipe,41016,2017,11,13,-75.239,3.224
Huila,Aipe,41016,2018,6,7,-75.239,3.224
Huila,Aipe,41016,2019,5,7,-75.239,3.224
Huila,Algeciras,41020,1966,1,0,-75.315,2.522
Huila,Algeciras,41020,1972,2,0,-75.315,2.522
Huila,Algeciras,41020,1983,7,0,-75.315,2.522
Huila,Algeciras,41020,1984,21,0,-75.315,2.522
Huila,Algeciras,41020,1985,13,1,-75.315,2.522
Huila,Algeciras,41020,1986,2,0,-75.315,2.522
Huila,Algeciras,41020,1987,14,4,-75.315,2.522
Huila,Algeciras,41020,1988,7,0,-75.315,2.522
Huila,Algeciras,41020,1989,8,0,-75.315,2.522
Huila,Algeciras,41020,1990,20,0,-75.315,2.522
Huila,Algeciras,41020,1991,22,0,-75.315,2.522
Huila,Algeciras,41020,1992,29,5,-75.315,2.522
Huila,Algeciras,41020,1993,26,7,-75.315,2.522
Huila,Algeciras,41020,1994,23,0,-75.315,2.522
Huila,Algeciras,41020,1995,17,1,-75.315,2.522
Huila,Algeciras,41020,1996,29,38,-75.315,2.522
Huila,Algeciras,41020,1997,82,25,-75.315,2.522
Huila,Algeciras,41020,1998,109,9,-75.315,2.522
Huila,Algeciras,41020,1999,82,10,-75.315,2.522
Huila,Algeciras,41020,2000,259,56,-75.315,2.522
Huila,Algeciras,41020,2001,510,52,-75.315,2.522
Huila,Algeciras,41020,2002,1224,77,-75.315,2.522
Huila,Algeciras,41020,2003,1082,39,-75.315,2.522
Huila,Algeciras,41020,2004,1047,62,-75.315,2.522
Huila,Algeciras,41020,2005,899,40,-75.315,2.522
Huila,Algeciras,41020,2006,1123,104,-75.315,2.522
Huila,Algeciras,41020,2007,1418,63,-75.315,2.522
Huila,Algeciras,41020,2008,1303,81,-75.315,2.522
Huila,Algeciras,41020,2009,904,31,-75.315,2.522
Huila,Algeciras,41020,2010,672,59,-75.315,2.522
Huila,Algeciras,41020,2011,842,40,-75.315,2.522
Huila,Algeciras,41020,2012,693,61,-75.315,2.522
Huila,Algeciras,41020,2013,575,100,-75.315,2.522
Huila,Algeciras,41020,2014,588,102,-75.315,2.522
Huila,Algeciras,41020,2015,568,114,-75.315,2.522
Huila,Algeciras,41020,2016,309,30,-75.315,2.522
Huila,Algeciras,41020,2017,86,15,-75.315,2.522
Huila,Algeciras,41020,2018,120,16,-75.315,2.522
Huila,Algeciras,41020,2019,92,18,-75.315,2.522
Huila,Altamira,41026,1989,1,2,-75.788,2.064
Huila,Altamira,41026,1991,2,0,-75.788,2.064
Huila,Altamira,41026,1992,3,5,-75.788,2.064
Huila,Altamira,41026,1996,5,11,-75.788,2.064
Huila,Altamira,41026,1997,4,0,-75.788,2.064
Huila,Altamira,41026,1999,5,0,-75.788,2.064
Huila,Altamira,41026,2000,1,2,-75.788,2.064
Huila,Altamira,41026,2002,10,19,-75.788,2.064
Huila,Altamira,41026,2003,14,23,-75.788,2.064
Huila,Altamira,41026,2004,4,42,-75.788,2.064
Huila,Altamira,41026,2005,39,22,-75.788,2.064
Huila,Altamira,41026,2006,9,6,-75.788,2.064
Huila,Altamira,41026,2007,60,29,-75.788,2.064
Huila,Altamira,41026,2008,14,31,-75.788,2.064
Huila,Altamira,41026,2009,15,16,-75.788,2.064
Huila,Altamira,41026,2012,3,14,-75.788,2.064
Huila,Altamira,41026,2013,12,61,-75.788,2.064
Huila,Altamira,41026,2014,47,90,-75.788,2.064
Huila,Altamira,41026,2015,1,73,-75.788,2.064
Huila,Altamira,41026,2016,7,16,-75.788,2.064
Huila,Altamira,41026,2017,11,141,-75.788,2.064
Huila,Altamira,41026,2018,4,81,-75.788,2.064
Huila,Baraya,41078,1985,12,2,-75.054,3.153
Huila,Baraya,41078,1986,5,4,-75.054,3.153
Huila,Baraya,41078,1987,19,2,-75.054,3.153
Huila,Baraya,41078,1988,7,0,-75.054,3.153
Huila,Baraya,41078,1989,3,1,-75.054,3.153
Huila,Baraya,41078,1990,9,1,-75.054,3.153
Huila,Baraya,41078,1991,13,3,-75.054,3.153
Huila,Baraya,41078,1992,7,4,-75.054,3.153
Huila,Baraya,41078,1993,6,4,-75.054,3.153
Huila,Baraya,41078,1994,18,3,-75.054,3.153
Huila,Baraya,41078,1995,17,0,-75.054,3.153
Huila,Baraya,41078,1996,26,0,-75.054,3.153
Huila,Baraya,41078,1997,88,8,-75.054,3.153
Huila,Baraya,41078,1998,55,0,-75.054,3.153
Huila,Baraya,41078,1999,50,20,-75.054,3.153
Huila,Baraya,41078,2000,91,39,-75.054,3.153
Huila,Baraya,41078,2001,171,46,-75.054,3.153
Huila,Baraya,41078,2002,332,176,-75.054,3.153
Huila,Baraya,41078,2003,759,605,-75.054,3.153
Huila,Baraya,41078,2004,298,60,-75.054,3.153
Huila,Baraya,41078,2005,496,117,-75.054,3.153
Huila,Baraya,41078,2006,503,164,-75.054,3.153
Huila,Baraya,41078,2007,457,140,-75.054,3.153
Huila,Baraya,41078,2008,328,61,-75.054,3.153
Huila,Baraya,41078,2009,261,117,-75.054,3.153
Huila,Baraya,41078,2010,189,73,-75.054,3.153
Huila,Baraya,41078,2011,176,131,-75.054,3.153
Huila,Baraya,41078,2012,153,63,-75.054,3.153
Huila,Baraya,41078,2013,195,35,-75.054,3.153
Huila,Baraya,41078,2014,222,36,-75.054,3.153
Huila,Baraya,41078,2015,238,39,-75.054,3.153
Huila,Baraya,41078,2016,98,51,-75.054,3.153
Huila,Baraya,41078,2017,16,0,-75.054,3.153
Huila,Baraya,41078,2018,16,0,-75.054,3.153
Huila,Campoalegre,41132,1986,3,7,-75.326,2.687
Huila,Campoalegre,41132,1988,1,4,-75.326,2.687
Huila,Campoalegre,41132,1989,2,3,-75.326,2.687
Huila,Campoalegre,41132,1990,3,0,-75.326,2.687
Huila,Campoalegre,41132,1992,4,5,-75.326,2.687
Huila,Campoalegre,41132,1993,9,16,-75.326,2.687
Huila,Campoalegre,41132,1994,11,6,-75.326,2.687
Huila,Campoalegre,41132,1995,4,1,-75.326,2.687
Huila,Campoalegre,41132,1997,1,13,-75.326,2.687
Huila,Campoalegre,41132,1998,13,13,-75.326,2.687
Huila,Campoalegre,41132,1999,14,2,-75.326,2.687
Huila,Campoalegre,41132,2000,28,61,-75.326,2.687
Huila,Campoalegre,41132,2001,77,281,-75.326,2.687
Huila,Campoalegre,41132,2002,112,359,-75.326,2.687
Huila,Campoalegre,41132,2003,222,242,-75.326,2.687
Huila,Campoalegre,41132,2004,99,210,-75.326,2.687
Huila,Campoalegre,41132,2005,176,219,-75.326,2.687
Huila,Campoalegre,41132,2006,292,334,-75.326,2.687
Huila,Campoalegre,41132,2007,422,479,-75.326,2.687
Huila,Campoalegre,41132,2008,359,438,-75.326,2.687
Huila,Campoalegre,41132,2009,314,287,-75.326,2.687
Huila,Campoalegre,41132,2010,165,277,-75.326,2.687
Huila,Campoalegre,41132,2011,193,274,-75.326,2.687
Huila,Campoalegre,41132,2012,109,287,-75.326,2.687
Huila,Campoalegre,41132,2013,179,197,-75.326,2.687
Huila,Campoalegre,41132,2014,204,202,-75.326,2.687
Huila,Campoalegre,41132,2015,161,235,-75.326,2.687
Huila,Campoalegre,41132,2016,93,30,-75.326,2.687
Huila,Campoalegre,41132,2017,47,26,-75.326,2.687
Huila,Campoalegre,41132,2018,35,25,-75.326,2.687
Huila,Campoalegre,41132,2019,47,6,-75.326,2.687
Huila,Colombia,41206,1962,1,0,-74.803,3.377
Huila,Colombia,41206,1979,5,0,-74.803,3.377
Huila,Colombia,41206,1980,2,0,-74.803,3.377
Huila,Colombia,41206,1983,1,0,-74.803,3.377
Huila,Colombia,41206,1984,6,0,-74.803,3.377
Huila,Colombia,41206,1985,2,0,-74.803,3.377
Huila,Colombia,41206,1986,3,0,-74.803,3.377
Huila,Colombia,41206,1987,40,7,-74.803,3.377
Huila,Colombia,41206,1988,13,0,-74.803,3.377
Huila,Colombia,41206,1989,6,0,-74.803,3.377
Huila,Colombia,41206,1990,9,2,-74.803,3.377
Huila,Colombia,41206,1991,10,3,-74.803,3.377
Huila,Colombia,41206,1992,7,0,-74.803,3.377
Huila,Colombia,41206,1993,20,4,-74.803,3.377
Huila,Colombia,41206,1994,14,0,-74.803,3.377
Huila,Colombia,41206,1995,23,0,-74.803,3.377
Huila,Colombia,41206,1996,26,3,-74.803,3.377
Huila,Colombia,41206,1997,31,0,-74.803,3.377
Huila,Colombia,41206,1998,45,0,-74.803,3.377
Huila,Colombia,41206,1999,54,8,-74.803,3.377
Huila,Colombia,41206,2000,313,62,-74.803,3.377
Huila,Colombia,41206,2001,231,40,-74.803,3.377
Huila,Colombia,41206,2002,1004,135,-74.803,3.377
Huila,Colombia,41206,2003,1536,815,-74.803,3.377
Huila,Colombia,41206,2004,387,19,-74.803,3.377
Huila,Colombia,41206,2005,405,31,-74.803,3.377
Huila,Colombia,41206,2006,392,14,-74.803,3.377
Huila,Colombia,41206,2007,979,335,-74.803,3.377
Huila,Colombia,41206,2008,967,431,-74.803,3.377
Huila,Colombia,41206,2009,697,244,-74.803,3.377
Huila,Colombia,41206,2010,275,33,-74.803,3.377
Huila,Colombia,41206,2011,375,80,-74.803,3.377
Huila,Colombia,41206,2012,238,29,-74.803,3.377
Huila,Colombia,41206,2013,225,26,-74.803,3.377
Huila,Colombia,41206,2014,223,53,-74.803,3.377
Huila,Colombia,41206,2015,220,65,-74.803,3.377
Huila,Colombia,41206,2016,83,20,-74.803,3.377
Huila,Colombia,41206,2017,25,0,-74.803,3.377
Huila,Colombia,41206,2018,10,1,-74.803,3.377
Huila,Colombia,41206,2019,5,0,-74.803,3.377
Huila,Elías,41244,1994,4,0,-75.938,2.013
Huila,Elías,41244,2001,6,14,-75.938,2.013
Huila,Elías,41244,2002,1,0,-75.938,2.013
Huila,Elías,41244,2004,20,4,-75.938,2.013
Huila,Elías,41244,2005,3,20,-75.938,2.013
Huila,Elías,41244,2006,4,7,-75.938,2.013
Huila,Elías,41244,2007,3,16,-75.938,2.013
Huila,Elías,41244,2009,17,11,-75.938,2.013
Huila,Elías,41244,2010,11,0,-75.938,2.013
Huila,Elías,41244,2011,12,2,-75.938,2.013
Huila,Elías,41244,2012,16,9,-75.938,2.013
Huila,Elías,41244,2013,4,1,-75.938,2.013
Huila,Elías,41244,2014,7,11,-75.938,2.013
Huila,Elías,41244,2016,17,27,-75.938,2.013
Huila,Elías,41244,2019,1,1,-75.938,2.013
Huila,Garzón,41298,1985,15,21,-75.628,2.197
Huila,Garzón,41298,1986,1,30,-75.628,2.197
Huila,Garzón,41298,1987,4,23,-75.628,2.197
Huila,Garzón,41298,1988,7,21,-75.628,2.197
Huila,Garzón,41298,1989,4,26,-75.628,2.197
Huila,Garzón,41298,1990,32,44,-75.628,2.197
Huila,Garzón,41298,1991,28,12,-75.628,2.197
Huila,Garzón,41298,1992,25,27,-75.628,2.197
Huila,Garzón,41298,1993,16,35,-75.628,2.197
Huila,Garzón,41298,1994,16,18,-75.628,2.197
Huila,Garzón,41298,1995,18,32,-75.628,2.197
Huila,Garzón,41298,1996,14,54,-75.628,2.197
Huila,Garzón,41298,1997,20,53,-75.628,2.197
Huila,Garzón,41298,1998,37,60,-75.628,2.197
Huila,Garzón,41298,1999,27,83,-75.628,2.197
Huila,Garzón,41298,2000,49,486,-75.628,2.197
Huila,Garzón,41298,2001,101,696,-75.628,2.197
Huila,Garzón,41298,2002,216,663,-75.628,2.197
Huila,Garzón,41298,2003,253,596,-75.628,2.197
Huila,Garzón,41298,2004,296,518,-75.628,2.197
Huila,Garzón,41298,2005,342,877,-75.628,2.197
Huila,Garzón,41298,2006,486,1500,-75.628,2.197
Huila,Garzón,41298,2007,723,1479,-75.628,2.197
Huila,Garzón,41298,2008,745,1250,-75.628,2.197
Huila,Garzón,41298,2009,753,567,-75.628,2.197
Huila,Garzón,41298,2010,484,545,-75.628,2.197
Huila,Garzón,41298,2011,487,479,-75.628,2.197
Huila,Garzón,41298,2012,329,125,-75.628,2.197
Huila,Garzón,41298,2013,433,371,-75.628,2.197
Huila,Garzón,41298,2014,411,517,-75.628,2.197
Huila,Garzón,41298,2015,229,439,-75.628,2.197
Huila,Garzón,41298,2016,112,176,-75.628,2.197
Huila,Garzón,41298,2017,34,56,-75.628,2.197
Huila,Garzón,41298,2018,39,109,-75.628,2.197
Huila,Garzón,41298,2019,8,57,-75.628,2.197
Huila,Gigante,41306,1972,2,2,-75.541,2.388
Huila,Gigante,41306,1987,6,1,-75.541,2.388
Huila,Gigante,41306,1988,9,14,-75.541,2.388
Huila,Gigante,41306,1989,24,6,-75.541,2.388
Huila,Gigante,41306,1990,19,14,-75.541,2.388
Huila,Gigante,41306,1991,7,23,-75.541,2.388
Huila,Gigante,41306,1992,3,16,-75.541,2.388
Huila,Gigante,41306,1993,19,5,-75.541,2.388
Huila,Gigante,41306,1994,2,15,-75.541,2.388
Huila,Gigante,41306,1995,26,4,-75.541,2.388
Huila,Gigante,41306,1996,17,7,-75.541,2.388
Huila,Gigante,41306,1997,22,13,-75.541,2.388
Huila,Gigante,41306,1998,51,27,-75.541,2.388
Huila,Gigante,41306,1999,80,57,-75.541,2.388
Huila,Gigante,41306,2000,30,72,-75.541,2.388
Huila,Gigante,41306,2001,150,89,-75.541,2.388
Huila,Gigante,41306,2002,309,134,-75.541,2.388
Huila,Gigante,41306,2003,420,212,-75.541,2.388
Huila,Gigante,41306,2004,451,318,-75.541,2.388
Huila,Gigante,41306,2005,356,183,-75.541,2.388
Huila,Gigante,41306,2006,497,271,-75.541,2.388
Huila,Gigante,41306,2007,604,255,-75.541,2.388
Huila,Gigante,41306,2008,526,295,-75.541,2.388
Huila,Gigante,41306,2009,419,153,-75.541,2.388
Huila,Gigante,41306,2010,229,112,-75.541,2.388
Huila,Gigante,41306,2011,203,151,-75.541,2.388
Huila,Gigante,41306,2012,201,203,-75.541,2.388
Huila,Gigante,41306,2013,199,118,-75.541,2.388
Huila,Gigante,41306,2014,272,354,-75.541,2.388
Huila,Gigante,41306,2015,235,195,-75.541,2.388
Huila,Gigante,41306,2016,53,80,-75.541,2.388
Huila,Gigante,41306,2017,31,32,-75.541,2.388
Huila,Gigante,41306,2018,19,23,-75.541,2.388
Huila,Gigante,41306,2019,35,18,-75.541,2.388
Huila,Guadalupe,41319,1982,1,0,-75.755,2.025
Huila,Guadalupe,41319,1986,3,0,-75.755,2.025
Huila,Guadalupe,41319,1989,2,4,-75.755,2.025
Huila,Guadalupe,41319,1990,6,9,-75.755,2.025
Huila,Guadalupe,41319,1991,1,2,-75.755,2.025
Huila,Guadalupe,41319,1993,5,0,-75.755,2.025
Huila,Guadalupe,41319,1994,9,0,-75.755,2.025
Huila,Guadalupe,41319,1995,8,0,-75.755,2.025
Huila,Guadalupe,41319,1996,6,9,-75.755,2.025
Huila,Guadalupe,41319,1997,1,12,-75.755,2.025
Huila,Guadalupe,41319,1998,4,3,-75.755,2.025
Huila,Guadalupe,41319,1999,12,24,-75.755,2.025
Huila,Guadalupe,41319,2000,14,94,-75.755,2.025
Huila,Guadalupe,41319,2001,81,149,-75.755,2.025
Huila,Guadalupe,41319,2002,50,182,-75.755,2.025
Huila,Guadalupe,41319,2003,70,95,-75.755,2.025
Huila,Guadalupe,41319,2004,28,110,-75.755,2.025
Huila,Guadalupe,41319,2005,44,148,-75.755,2.025
Huila,Guadalupe,41319,2006,78,295,-75.755,2.025
Huila,Guadalupe,41319,2007,110,280,-75.755,2.025
Huila,Guadalupe,41319,2008,151,232,-75.755,2.025
Huila,Guadalupe,41319,2009,195,106,-75.755,2.025
Huila,Guadalupe,41319,2010,136,97,-75.755,2.025
Huila,Guadalupe,41319,2011,174,124,-75.755,2.025
Huila,Guadalupe,41319,2012,143,89,-75.755,2.025
Huila,Guadalupe,41319,2013,168,82,-75.755,2.025
Huila,Guadalupe,41319,2014,353,318,-75.755,2.025
Huila,Guadalupe,41319,2015,170,157,-75.755,2.025
Huila,Guadalupe,41319,2016,18,38,-75.755,2.025
Huila,Guadalupe,41319,2017,32,26,-75.755,2.025
Huila,Guadalupe,41319,2018,16,14,-75.755,2.025
Huila,Guadalupe,41319,2019,7,20,-75.755,2.025
Huila,Hobo,41349,1985,2,2,-75.451,2.583
Huila,Hobo,41349,1994,3,4,-75.451,2.583
Huila,Hobo,41349,1996,6,0,-75.451,2.583
Huila,Hobo,41349,1998,6,19,-75.451,2.583
Huila,Hobo,41349,1999,3,1,-75.451,2.583
Huila,Hobo,41349,2000,18,0,-75.451,2.583
Huila,Hobo,41349,2001,29,22,-75.451,2.583
Huila,Hobo,41349,2002,51,42,-75.451,2.583
Huila,Hobo,41349,2003,70,35,-75.451,2.583
Huila,Hobo,41349,2004,24,21,-75.451,2.583
Huila,Hobo,41349,2005,107,38,-75.451,2.583
Huila,Hobo,41349,2006,73,59,-75.451,2.583
Huila,Hobo,41349,2007,128,93,-75.451,2.583
Huila,Hobo,41349,2008,79,55,-75.451,2.583
Huila,Hobo,41349,2009,145,10,-75.451,2.583
